path,title,creator_or_rights_holder,source_url,original_license_or_terms,license_url_or_notes
satellites/icesat/icesat-photo.png,File:ICESat spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:ICESat_spacecraft_model.png,Public domain,https://commons.wikimedia.org/wiki/File:ICESat_spacecraft_model.png
satellites/icesat/icesat.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jason-1/jason-1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jason-1.svg via tools/render_pngs.mjs
satellites/jason-1/jason-1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jason-1.svg via tools/render_pngs.mjs
satellites/jason-1/jason-1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jason-1/jason-1-photo-cut-1024px.png,File:Jason1.png,NASA,https://commons.wikimedia.org/wiki/File:Jason1.png,Public domain,"derivative of jason-1-photo.png — cropped, background removed (tools/process_photos.py, rembg 2.0.59 isnet-general-use); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/jason-1/jason-1-photo-cut-512px.png,File:Jason1.png,NASA,https://commons.wikimedia.org/wiki/File:Jason1.png,Public domain,"derivative of jason-1-photo.png — cropped, background removed (tools/process_photos.py, rembg 2.0.59 isnet-general-use); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/jason-1/jason-1-photo.png,File:Jason1.png,NASA,https://commons.wikimedia.org/wiki/File:Jason1.png,Public domain,https://commons.wikimedia.org/wiki/File:Jason1.png
satellites/jason-1/jason-1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jason-2/jason-2-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jason-2.svg via tools/render_pngs.mjs
satellites/jason-2/jason-2-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jason-2.svg via tools/render_pngs.mjs
satellites/jason-2/jason-2-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jason-2/jason-2-photo-cut-1024px.png,File:OSTM Jason 2 spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:OSTM_Jason_2_spacecraft_model.png,Public domain,"derivative of jason-2-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/jason-2/jason-2-photo-cut-512px.png,File:OSTM Jason 2 spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:OSTM_Jason_2_spacecraft_model.png,Public domain,"derivative of jason-2-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/jason-2/jason-2-photo.png,File:OSTM Jason 2 spacecraft model.png,NASA,https://commons.wikimedia.org/wiki/File:OSTM_Jason_2_spacecraft_model.png,Public domain,https://commons.wikimedia.org/wiki/File:OSTM_Jason_2_spacecraft_model.png
satellites/jason-2/jason-2.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jason-3/jason-3-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jason-3.svg via tools/render_pngs.mjs
satellites/jason-3/jason-3-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jason-3.svg via tools/render_pngs.mjs
satellites/jason-3/jason-3-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jason-3/jason-3-photo-cut-1024px.png,File:Jason-3 spacecraft model 2.png,NASA,https://commons.wikimedia.org/wiki/File:Jason-3_spacecraft_model_2.png,Public domain,"derivative of jason-3-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/jason-3/jason-3-photo-cut-512px.png,File:Jason-3 spacecraft model 2.png,NASA,https://commons.wikimedia.org/wiki/File:Jason-3_spacecraft_model_2.png,Public domain,"derivative of jason-3-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/jason-3/jason-3-photo.png,File:Jason-3 spacecraft model 2.png,NASA,https://commons.wikimedia.org/wiki/File:Jason-3_spacecraft_model_2.png,Public domain,https://commons.wikimedia.org/wiki/File:Jason-3_spacecraft_model_2.png
satellites/jason-3/jason-3.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jpss-1/jpss-1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jpss-1.svg via tools/render_pngs.mjs
satellites/jpss-1/jpss-1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jpss-1.svg via tools/render_pngs.mjs
satellites/jpss-1/jpss-1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jpss-1/jpss-1-photo-cut-1024px.png,File:NOAA-20 JPSS-1 spacecraft model 3.png,NASA,https://commons.wikimedia.org/wiki/File:NOAA-20_JPSS-1_spacecraft_model_3.png,Public domain,"derivative of jpss-1-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/jpss-1/jpss-1-photo-cut-512px.png,File:NOAA-20 JPSS-1 spacecraft model 3.png,NASA,https://commons.wikimedia.org/wiki/File:NOAA-20_JPSS-1_spacecraft_model_3.png,Public domain,"derivative of jpss-1-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/jpss-1/jpss-1-photo.png,File:NOAA-20 JPSS-1 spacecraft model 3.png,NASA,https://commons.wikimedia.org/wiki/File:NOAA-20_JPSS-1_spacecraft_model_3.png,Public domain,https://commons.wikimedia.org/wiki/File:NOAA-20_JPSS-1_spacecraft_model_3.png
satellites/jpss-1/jpss-1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jpss-2/jpss-2-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jpss-2.svg via tools/render_pngs.mjs
satellites/jpss-2/jpss-2-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from jpss-2.svg via tools/render_pngs.mjs
satellites/jpss-2/jpss-2-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/jpss-2/jpss-2.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/kalpana-1/kalpana-1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from kalpana-1.svg via tools/render_pngs.mjs
satellites/kalpana-1/kalpana-1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from kalpana-1.svg via tools/render_pngs.mjs
satellites/kalpana-1/kalpana-1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/kalpana-1/kalpana-1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/khalifasat/khalifasat-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from khalifasat.svg via tools/render_pngs.mjs
satellites/khalifasat/khalifasat-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from khalifasat.svg via tools/render_pngs.mjs
satellites/khalifasat/khalifasat-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/khalifasat/khalifasat-photo-cut-1024px.png,File:KhalifaSat UAE Satellite.jpg,Sana Kiyani,https://commons.wikimedia.org/wiki/File:KhalifaSat_UAE_Satellite.jpg,CC BY-SA 4.0,"derivative of khalifasat-photo.jpg — cropped, background removed (tools/process_photos.py, rembg 2.0.59 u2net); licence deed: https://creativecommons.org/licenses/by-sa/4.0/"
satellites/khalifasat/khalifasat-photo-cut-512px.png,File:KhalifaSat UAE Satellite.jpg,Sana Kiyani,https://commons.wikimedia.org/wiki/File:KhalifaSat_UAE_Satellite.jpg,CC BY-SA 4.0,"derivative of khalifasat-photo.jpg — cropped, background removed (tools/process_photos.py, rembg 2.0.59 u2net); licence deed: https://creativecommons.org/licenses/by-sa/4.0/"
satellites/khalifasat/khalifasat-photo.jpg,File:KhalifaSat UAE Satellite.jpg,Sana Kiyani,https://commons.wikimedia.org/wiki/File:KhalifaSat_UAE_Satellite.jpg,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:KhalifaSat_UAE_Satellite.jpg
satellites/khalifasat/khalifasat.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/landsat-7/landsat-7-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from landsat-7.svg via tools/render_pngs.mjs
satellites/landsat-7/landsat-7-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from landsat-7.svg via tools/render_pngs.mjs
satellites/landsat-7/landsat-7-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/landsat-7/landsat-7-photo-cut-1024px.png,File:Landsat 7 Satellite 3D Render.png,NASA,https://commons.wikimedia.org/wiki/File:Landsat_7_Satellite_3D_Render.png,Public domain,"derivative of landsat-7-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/landsat-7/landsat-7-photo-cut-512px.png,File:Landsat 7 Satellite 3D Render.png,NASA,https://commons.wikimedia.org/wiki/File:Landsat_7_Satellite_3D_Render.png,Public domain,"derivative of landsat-7-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/landsat-7/landsat-7-photo.png,File:Landsat 7 Satellite 3D Render.png,NASA,https://commons.wikimedia.org/wiki/File:Landsat_7_Satellite_3D_Render.png,Public domain,https://commons.wikimedia.org/wiki/File:Landsat_7_Satellite_3D_Render.png
satellites/landsat-7/landsat-7.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/landsat-8/landsat-8-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from landsat-8.svg via tools/render_pngs.mjs
satellites/landsat-8/landsat-8-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from landsat-8.svg via tools/render_pngs.mjs
satellites/landsat-8/landsat-8-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/landsat-8/landsat-8-photo-cut-1024px.png,File:LDCM Landsat 8 spacecraft model.png,NASA's Goddard Space Flight Center Conceptual Image Lab,https://commons.wikimedia.org/wiki/File:LDCM_Landsat_8_spacecraft_model.png,Public domain,"derivative of landsat-8-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/landsat-8/landsat-8-photo-cut-512px.png,File:LDCM Landsat 8 spacecraft model.png,NASA's Goddard Space Flight Center Conceptual Image Lab,https://commons.wikimedia.org/wiki/File:LDCM_Landsat_8_spacecraft_model.png,Public domain,"derivative of landsat-8-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/landsat-8/landsat-8-photo.png,File:LDCM Landsat 8 spacecraft model.png,NASA's Goddard Space Flight Center Conceptual Image Lab,https://commons.wikimedia.org/wiki/File:LDCM_Landsat_8_spacecraft_model.png,Public domain,https://commons.wikimedia.org/wiki/File:LDCM_Landsat_8_spacecraft_model.png
satellites/landsat-8/landsat-8.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/landsat-9/landsat-9-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from landsat-9.svg via tools/render_pngs.mjs
satellites/landsat-9/landsat-9-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from landsat-9.svg via tools/render_pngs.mjs
satellites/landsat-9/landsat-9-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/landsat-9/landsat-9-photo-cut-1024px.png,File:Landsat 9 Still – 5.png,NASA/Ross Walter,https://commons.wikimedia.org/wiki/File:Landsat_9_Still_%E2%80%93_5.png,Public domain,"derivative of landsat-9-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/landsat-9/landsat-9-photo-cut-512px.png,File:Landsat 9 Still – 5.png,NASA/Ross Walter,https://commons.wikimedia.org/wiki/File:Landsat_9_Still_%E2%80%93_5.png,Public domain,"derivative of landsat-9-photo.png — cropped; alpha taken from the source file's own channel (tools/process_photos.py, no matting); licence deed: https://creativecommons.org/publicdomain/mark/1.0/"
satellites/landsat-9/landsat-9-photo.png,File:Landsat 9 Still – 5.png,NASA/Ross Walter,https://commons.wikimedia.org/wiki/File:Landsat_9_Still_%E2%80%93_5.png,Public domain,https://commons.wikimedia.org/wiki/File:Landsat_9_Still_%E2%80%93_5.png
satellites/landsat-9/landsat-9.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/lares/lares-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from lares.svg via tools/render_pngs.mjs
satellites/lares/lares-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from lares.svg via tools/render_pngs.mjs
satellites/lares/lares-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/lares/lares.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/light-1/light-1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from light-1.svg via tools/render_pngs.mjs
satellites/light-1/light-1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from light-1.svg via tools/render_pngs.mjs
satellites/light-1/light-1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/light-1/light-1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-10/meteosat-10-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meteosat-10.svg via tools/render_pngs.mjs
satellites/meteosat-10/meteosat-10-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meteosat-10.svg via tools/render_pngs.mjs
satellites/meteosat-10/meteosat-10-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-10/meteosat-10.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-11/meteosat-11-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meteosat-11.svg via tools/render_pngs.mjs
satellites/meteosat-11/meteosat-11-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meteosat-11.svg via tools/render_pngs.mjs
satellites/meteosat-11/meteosat-11-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-11/meteosat-11.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-3/meteosat-3-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meteosat-3.svg via tools/render_pngs.mjs
satellites/meteosat-3/meteosat-3-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meteosat-3.svg via tools/render_pngs.mjs
satellites/meteosat-3/meteosat-3-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-3/meteosat-3.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-9/meteosat-9-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meteosat-9.svg via tools/render_pngs.mjs
satellites/meteosat-9/meteosat-9-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meteosat-9.svg via tools/render_pngs.mjs
satellites/meteosat-9/meteosat-9-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meteosat-9/meteosat-9.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/metop-b/metop-b-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from metop-b.svg via tools/render_pngs.mjs
satellites/metop-b/metop-b-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from metop-b.svg via tools/render_pngs.mjs
satellites/metop-b/metop-b-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/metop-b/metop-b.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meznsat/meznsat-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meznsat.svg via tools/render_pngs.mjs
satellites/meznsat/meznsat-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from meznsat.svg via tools/render_pngs.mjs
satellites/meznsat/meznsat-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/meznsat/meznsat.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/mtg-i1/mtg-i1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from mtg-i1.svg via tools/render_pngs.mjs
satellites/mtg-i1/mtg-i1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from mtg-i1.svg via tools/render_pngs.mjs
satellites/mtg-i1/mtg-i1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/mtg-i1/mtg-i1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/novasar-1/novasar-1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from novasar-1.svg via tools/render_pngs.mjs
satellites/novasar-1/novasar-1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from novasar-1.svg via tools/render_pngs.mjs
satellites/novasar-1/novasar-1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/novasar-1/novasar-1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/npoess-2/npoess-2-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from npoess-2.svg via tools/render_pngs.mjs
satellites/npoess-2/npoess-2-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from npoess-2.svg via tools/render_pngs.mjs
satellites/npoess-2/npoess-2-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/npoess-2/npoess-2.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/odin/odin-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from odin.svg via tools/render_pngs.mjs
satellites/odin/odin-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from odin.svg via tools/render_pngs.mjs
satellites/odin/odin-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/odin/odin.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/planet-dove/planet-dove-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from planet-dove.svg via tools/render_pngs.mjs
satellites/planet-dove/planet-dove-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from planet-dove.svg via tools/render_pngs.mjs
satellites/planet-dove/planet-dove-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/planet-dove/planet-dove.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/pleiades-1b/pleiades-1b-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from pleiades-1b.svg via tools/render_pngs.mjs
satellites/pleiades-1b/pleiades-1b-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from pleiades-1b.svg via tools/render_pngs.mjs
satellites/pleiades-1b/pleiades-1b-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/pleiades-1b/pleiades-1b.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/prisma/prisma-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from prisma.svg via tools/render_pngs.mjs
satellites/prisma/prisma-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from prisma.svg via tools/render_pngs.mjs
satellites/prisma/prisma-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/prisma/prisma.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/rapideye/rapideye-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from rapideye.svg via tools/render_pngs.mjs
satellites/rapideye/rapideye-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from rapideye.svg via tools/render_pngs.mjs
satellites/rapideye/rapideye-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/rapideye/rapideye.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/resurs-01-n2/resurs-01-n2-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from resurs-01-n2.svg via tools/render_pngs.mjs
satellites/resurs-01-n2/resurs-01-n2-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from resurs-01-n2.svg via tools/render_pngs.mjs
satellites/resurs-01-n2/resurs-01-n2-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/resurs-01-n2/resurs-01-n2.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/saocom-1a/saocom-1a-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from saocom-1a.svg via tools/render_pngs.mjs
satellites/saocom-1a/saocom-1a-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from saocom-1a.svg via tools/render_pngs.mjs
satellites/saocom-1a/saocom-1a-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/saocom-1a/saocom-1a.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/scisat-1/scisat-1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from scisat-1.svg via tools/render_pngs.mjs
satellites/scisat-1/scisat-1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from scisat-1.svg via tools/render_pngs.mjs
satellites/scisat-1/scisat-1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/scisat-1/scisat-1.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-1/sentinel-1-1024px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-1.svg via tools/render_pngs.mjs
satellites/sentinel-1/sentinel-1-512px.png,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,rendered from sentinel-1.svg via tools/render_pngs.mjs
satellites/sentinel-1/sentinel-1-icon.svg,,repo maintainers,https://github.com/eo-gos/satellite-visuals,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
satellites/sentinel-1/sentinel-1-photo-cut-1024px.png,File:Sentinel 1-IMG 5874-white.jpg,Rama,https://commons.wikimedia.org/wiki/File:Sentinel_1-IMG_5874-white.jpg,CC BY-SA 2.0 fr,"derivative of sentinel-1-photo.jpg — cropped, background removed (tools/process_photos.py, rembg 2.0.59 isnet-general-use); licence deed: https://creativecommons.org/licenses/by-sa/2.0/fr/"
